"ad_date","media_source","min_spend","max_spend","avg_spend","min_impressions","max_impressions","avg_impressions","min_clicks","max_clicks","avg_clicks","min_value","max_value","avg_value"
2021-04-10,Facebook Ads,211.00,270.00,240.50,1230.00,1520.00,1375.00,5.00,6.00,5.50,171.00,243.00,207.00
2021-04-14,Facebook Ads,4333.00,4333.00,4333.00,65315.00,65315.00,65315.00,619.00,619.00,619.00,6973.00,6973.00,6973.00
2021-04-14,Google Ads,13935.00,13935.00,13935.00,29068.00,29068.00,29068.00,348.00,348.00,348.00,10232.00,10232.00,10232.00
2021-04-15,Facebook Ads,5443.00,5443.00,5443.00,24029.00,24029.00,24029.00,507.00,507.00,507.00,5207.00,5207.00,5207.00
2021-04-15,Google Ads,3288.00,3288.00,3288.00,39029.00,39029.00,39029.00,424.00,424.00,424.00,2215.00,2215.00,2215.00
2021-04-16,Facebook Ads,8602.00,8602.00,8602.00,24930.00,24930.00,24930.00,379.00,379.00,379.00,6975.00,6975.00,6975.00
2021-04-16,Google Ads,8969.00,8969.00,8969.00,26418.00,26418.00,26418.00,395.00,395.00,395.00,13380.00,13380.00,13380.00
2021-04-17,Facebook Ads,6244.00,6244.00,6244.00,30333.00,30333.00,30333.00,146.00,146.00,146.00,6210.00,6210.00,6210.00
2021-04-18,Facebook Ads,6705.00,6705.00,6705.00,48260.00,48260.00,48260.00,336.00,336.00,336.00,8993.00,8993.00,8993.00
2021-04-18,Google Ads,12835.00,12835.00,12835.00,35800.00,35800.00,35800.00,380.00,380.00,380.00,8740.00,8740.00,8740.00
2021-04-19,Facebook Ads,16880.00,16880.00,16880.00,58723.00,58723.00,58723.00,252.00,252.00,252.00,26813.00,26813.00,26813.00
2021-04-19,Google Ads,5962.00,5962.00,5962.00,47308.00,47308.00,47308.00,427.00,427.00,427.00,5325.00,5325.00,5325.00
2021-04-20,Facebook Ads,17115.00,17115.00,17115.00,60798.00,60798.00,60798.00,522.00,522.00,522.00,14059.00,14059.00,14059.00
2021-04-20,Google Ads,9720.00,9720.00,9720.00,13320.00,13320.00,13320.00,450.00,450.00,450.00,10400.00,10400.00,10400.00
2021-04-21,Facebook Ads,8331.00,8331.00,8331.00,29609.00,29609.00,29609.00,371.00,371.00,371.00,12490.00,12490.00,12490.00
2021-04-21,Google Ads,5284.00,5284.00,5284.00,36737.00,36737.00,36737.00,447.00,447.00,447.00,3948.00,3948.00,3948.00
2021-04-22,Facebook Ads,12584.00,12584.00,12584.00,37979.00,37979.00,37979.00,435.00,435.00,435.00,16618.00,16618.00,16618.00
2021-04-22,Google Ads,3037.00,3037.00,3037.00,4045.00,4045.00,4045.00,403.00,403.00,403.00,4868.00,4868.00,4868.00
2021-04-23,Google Ads,5111.00,5111.00,5111.00,26342.00,26342.00,26342.00,65.00,65.00,65.00,3797.00,3797.00,3797.00
2021-04-24,Facebook Ads,1139.00,7372.00,4255.50,8829.00,42140.00,25484.50,68.00,120.00,94.00,1237.00,6511.00,3874.00
2021-04-25,Facebook Ads,2043.00,12020.00,7031.50,3315.00,33747.00,18531.00,64.00,135.00,99.50,4755.00,17466.00,11110.50
2021-04-25,Google Ads,2933.00,2933.00,2933.00,8121.00,8121.00,8121.00,48.00,48.00,48.00,4221.00,4221.00,4221.00
2021-04-26,Facebook Ads,2327.00,16996.00,9661.50,15496.00,51159.00,33327.50,18.00,100.00,59.00,3003.00,27851.00,15427.00
2021-04-26,Google Ads,616.00,5155.00,2885.50,6324.00,24984.00,15654.00,47.00,242.00,144.50,756.00,5779.00,3267.50
2021-04-27,Facebook Ads,1307.00,1307.00,1307.00,4808.00,4808.00,4808.00,18.00,18.00,18.00,2917.00,2917.00,2917.00
2021-04-27,Google Ads,9524.00,9524.00,9524.00,12684.00,12684.00,12684.00,264.00,264.00,264.00,9655.00,9655.00,9655.00
2021-04-28,Facebook Ads,1742.00,1742.00,1742.00,6041.00,6041.00,6041.00,56.00,56.00,56.00,1853.00,1853.00,1853.00
2021-04-28,Google Ads,5422.00,5422.00,5422.00,42275.00,42275.00,42275.00,59.00,59.00,59.00,4154.00,4154.00,4154.00
2021-04-29,Facebook Ads,446.00,446.00,446.00,8664.00,8664.00,8664.00,28.00,28.00,28.00,590.00,590.00,590.00
2021-04-29,Google Ads,1834.00,1834.00,1834.00,4658.00,4658.00,4658.00,39.00,39.00,39.00,1801.00,1801.00,1801.00
2021-04-30,Facebook Ads,2006.00,3496.00,2751.00,9090.00,49608.00,29349.00,31.00,257.00,144.00,4105.00,4588.00,4346.50
2021-04-30,Google Ads,973.00,973.00,973.00,12451.00,12451.00,12451.00,21.00,21.00,21.00,1265.00,1265.00,1265.00
2021-05-01,Facebook Ads,1985.00,8269.00,5127.00,9767.00,22655.00,16211.00,51.00,253.00,152.00,4233.00,11305.00,7769.00
2021-05-01,Google Ads,8618.00,8618.00,8618.00,53355.00,53355.00,53355.00,119.00,119.00,119.00,10548.00,10548.00,10548.00
2021-05-02,Facebook Ads,3104.00,3104.00,3104.00,69902.00,69902.00,69902.00,289.00,289.00,289.00,3070.00,3070.00,3070.00
2021-05-02,Google Ads,1894.00,14829.00,8361.50,7099.00,13369.00,10234.00,49.00,194.00,121.50,2937.00,23858.00,13397.50
2021-05-03,Facebook Ads,474.00,11782.00,6128.00,11315.00,74494.00,42904.50,63.00,230.00,146.50,929.00,19255.00,10092.00
2021-05-03,Google Ads,1155.00,1814.00,1484.50,5737.00,44455.00,25096.00,91.00,444.00,267.50,795.00,1833.00,1314.00
2021-05-04,Facebook Ads,13898.00,13898.00,13898.00,17095.00,17095.00,17095.00,491.00,491.00,491.00,14815.00,14815.00,14815.00
2021-05-04,Google Ads,3604.00,3604.00,3604.00,35246.00,35246.00,35246.00,130.00,130.00,130.00,4209.00,4209.00,4209.00
2021-05-05,Facebook Ads,723.00,6610.00,3666.50,2792.00,31588.00,17190.00,37.00,211.00,124.00,906.00,9346.00,5126.00
2021-05-05,Google Ads,5553.00,5553.00,5553.00,62226.00,62226.00,62226.00,125.00,125.00,125.00,8318.00,8318.00,8318.00
2021-05-06,Facebook Ads,8864.00,8864.00,8864.00,48172.00,48172.00,48172.00,78.00,78.00,78.00,14437.00,14437.00,14437.00
2021-05-06,Google Ads,2396.00,6946.00,4671.00,2182.00,39675.00,20928.50,34.00,103.00,68.50,2133.00,6426.00,4279.50
2021-05-07,Facebook Ads,1143.00,12384.00,6763.50,11992.00,53440.00,32716.00,69.00,412.00,240.50,2481.00,13326.00,7903.50
2021-05-07,Google Ads,910.00,6218.00,3564.00,12432.00,50408.00,31420.00,15.00,124.00,69.50,1442.00,4058.00,2750.00
2021-05-08,Facebook Ads,1539.00,17684.00,9611.50,6175.00,63243.00,34709.00,36.00,356.00,196.00,2224.00,23943.00,13083.50
2021-05-08,Google Ads,2494.00,4625.00,3559.50,9121.00,23553.00,16337.00,65.00,172.00,118.50,3872.00,6632.00,5252.00
2021-05-09,Facebook Ads,2264.00,7983.00,5123.50,10717.00,42770.00,26743.50,33.00,138.00,85.50,3698.00,13366.00,8532.00
2021-05-09,Google Ads,1640.00,1640.00,1640.00,7187.00,7187.00,7187.00,53.00,53.00,53.00,1217.00,1217.00,1217.00
2021-05-10,Facebook Ads,2381.00,13986.00,8183.50,6669.00,29230.00,17949.50,26.00,323.00,174.50,3796.00,14845.00,9320.50
2021-05-10,Google Ads,2404.00,3319.00,2861.50,3057.00,49431.00,26244.00,34.00,83.00,58.50,3656.00,5057.00,4356.50
2021-05-11,Facebook Ads,1526.00,8447.00,4986.50,5442.00,51489.00,28465.50,61.00,97.00,79.00,3129.00,8448.00,5788.50
2021-05-11,Google Ads,4389.00,4389.00,4389.00,6261.00,6261.00,6261.00,271.00,271.00,271.00,4003.00,4003.00,4003.00
2021-05-12,Facebook Ads,1371.00,16978.00,6890.33,2506.00,36296.00,16740.33,26.00,157.00,78.00,1549.00,15421.00,6724.33
2021-05-12,Google Ads,554.00,13610.00,5228.33,2227.00,27227.00,11851.33,33.00,372.00,163.00,385.00,12730.00,5074.67
2021-05-13,Facebook Ads,572.00,14539.00,5277.00,11236.00,14178.00,12533.67,82.00,289.00,168.00,889.00,20553.00,7584.00
2021-05-13,Google Ads,1705.00,2360.00,2032.50,3918.00,6801.00,5359.50,26.00,108.00,67.00,1540.00,1853.00,1696.50
2021-05-14,Facebook Ads,972.00,8283.00,4213.40,3973.00,49061.00,15871.80,52.00,353.00,158.60,1476.00,11408.00,5222.20
2021-05-15,Facebook Ads,937.00,10380.00,3674.75,892.00,10127.00,6606.75,13.00,206.00,75.75,963.00,15299.00,5184.50
2021-05-15,Google Ads,1670.00,1670.00,1670.00,7374.00,7374.00,7374.00,59.00,59.00,59.00,2626.00,2626.00,2626.00
2021-05-16,Facebook Ads,891.00,13350.00,4591.00,3125.00,57090.00,19730.25,20.00,741.00,266.25,1098.00,19085.00,6701.00
2021-05-16,Google Ads,1359.00,2635.00,1997.00,6393.00,11602.00,8997.50,71.00,257.00,164.00,1722.00,1892.00,1807.00
2021-05-17,Facebook Ads,1546.00,12972.00,4440.00,3529.00,58320.00,18134.20,30.00,668.00,203.00,2089.00,12902.00,5239.60
2021-05-17,Google Ads,517.00,3654.00,1713.00,2856.00,7465.00,5393.00,20.00,65.00,37.00,738.00,4686.00,2081.33
2021-05-18,Facebook Ads,1235.00,24562.00,7655.00,6116.00,82442.00,25595.25,60.00,1308.00,390.25,1633.00,31156.00,9633.00
2021-05-18,Google Ads,836.00,836.00,836.00,6243.00,6243.00,6243.00,48.00,48.00,48.00,1302.00,1302.00,1302.00
2021-05-19,Facebook Ads,1730.00,44079.00,10782.20,2884.00,82030.00,21662.40,19.00,1769.00,410.20,2133.00,72548.00,17142.00
2021-05-19,Google Ads,402.00,2068.00,1235.00,8784.00,8922.00,8853.00,39.00,42.00,40.50,449.00,2215.00,1332.00
2021-05-20,Facebook Ads,1064.00,55657.00,15395.25,3164.00,258934.00,69008.00,50.00,3555.00,934.00,1618.00,86550.00,23738.50
2021-05-20,Google Ads,2503.00,2516.00,2509.50,2014.00,2222.00,2118.00,28.00,77.00,52.50,2713.00,4146.00,3429.50
2021-05-21,Facebook Ads,589.00,14863.00,4235.25,3002.00,23602.00,10381.00,23.00,189.00,72.75,716.00,18594.00,5239.00
2021-05-21,Google Ads,467.00,2623.00,1425.67,3655.00,4924.00,4477.00,31.00,113.00,69.33,623.00,3100.00,1814.00
2021-05-22,Facebook Ads,782.00,50590.00,13728.00,2361.00,240553.00,64113.50,39.00,5949.00,1524.00,690.00,43959.00,12641.50
2021-05-22,Google Ads,1760.00,2171.00,1965.50,6878.00,6878.00,6878.00,13.00,57.00,35.00,1185.00,2072.00,1628.50
2021-05-23,Facebook Ads,902.00,62917.00,19794.50,3322.00,363089.00,101734.00,64.00,5873.00,1600.50,1007.00,75047.00,23457.75
2021-05-23,Google Ads,1369.00,2060.00,1674.33,7712.00,10716.00,9514.33,27.00,57.00,45.33,1100.00,2472.00,1734.67
2021-05-24,Facebook Ads,463.00,14392.00,4761.50,2821.00,16209.00,9938.00,48.00,182.00,115.75,694.00,19693.00,6524.25
2021-05-24,Google Ads,588.00,1713.00,1150.50,5048.00,5886.00,5467.00,53.00,57.00,55.00,672.00,2189.00,1430.50
2021-05-25,Facebook Ads,1385.00,120462.00,26345.80,2746.00,336748.00,73771.40,28.00,1885.00,515.80,3251.00,186128.00,40616.40
2021-05-25,Google Ads,1082.00,2597.00,1601.67,2237.00,9237.00,5998.33,19.00,124.00,57.33,1709.00,1791.00,1758.67
2021-05-26,Facebook Ads,1038.00,20438.00,13837.00,11022.00,278525.00,102791.67,73.00,1346.00,558.33,2030.00,28580.00,16613.33
2021-05-26,Google Ads,2233.00,3966.00,3062.00,1140.00,12088.00,5883.33,15.00,78.00,51.33,2107.00,3082.00,2721.00
2021-05-27,Facebook Ads,643.00,5642.00,2769.25,5419.00,16169.00,10163.25,51.00,226.00,119.75,617.00,5698.00,2830.50
2021-05-27,Google Ads,739.00,2145.00,1442.00,1755.00,4137.00,2946.00,33.00,69.00,51.00,1138.00,2777.00,1957.50
2021-05-28,Facebook Ads,718.00,8524.00,3901.75,4498.00,13055.00,9905.00,37.00,175.00,87.50,1648.00,8011.00,3781.25
2021-05-28,Google Ads,1309.00,2929.00,2255.67,4866.00,14414.00,9125.33,26.00,191.00,89.67,2054.00,3474.00,2785.00
2021-05-29,Facebook Ads,802.00,85392.00,18754.80,2933.00,316249.00,69577.00,28.00,810.00,258.40,1545.00,147237.00,31799.80
2021-05-29,Google Ads,992.00,3056.00,2024.00,6719.00,8650.00,7684.50,23.00,132.00,77.50,1415.00,4832.00,3123.50
2021-05-30,Facebook Ads,2014.00,113474.00,26744.40,3406.00,412283.00,97854.60,66.00,3879.00,985.00,4059.00,166935.00,39101.40
2021-05-30,Google Ads,861.00,2838.00,1876.33,6276.00,9649.00,8245.67,44.00,73.00,56.33,926.00,2409.00,1681.00
2021-05-31,Facebook Ads,1515.00,34797.00,12653.00,7527.00,349247.00,102993.25,99.00,4779.00,1449.00,1343.00,38087.00,15068.75
2021-05-31,Google Ads,378.00,2170.00,1403.00,2207.00,6419.00,4862.00,59.00,106.00,75.33,343.00,2204.00,1426.67
2021-06-01,Facebook Ads,881.00,25253.00,7148.00,5621.00,70366.00,25756.00,4.00,935.00,325.75,1269.00,37154.00,10411.50
2021-06-01,Google Ads,1346.00,1346.00,1346.00,2186.00,2186.00,2186.00,66.00,66.00,66.00,1199.00,1199.00,1199.00
2021-06-02,Facebook Ads,289.00,53767.00,14527.17,10097.00,269728.00,61364.50,2.00,3507.00,673.83,380.00,58278.00,15587.00
2021-06-02,Google Ads,2603.00,3641.00,3122.00,3954.00,10281.00,7117.50,100.00,146.00,123.00,3613.00,4108.00,3860.50
2021-06-03,Facebook Ads,1229.00,14619.00,5392.20,4978.00,186845.00,50592.80,18.00,468.00,154.60,1525.00,24158.00,7255.20
2021-06-03,Google Ads,644.00,3530.00,2022.00,3253.00,10811.00,6237.33,57.00,265.00,134.00,619.00,4364.00,2383.00
2021-06-04,Facebook Ads,555.00,64752.00,20292.00,5910.00,114513.00,40295.00,42.00,1571.00,471.50,880.00,101946.00,32629.75
2021-06-04,Google Ads,348.00,3956.00,2279.00,7616.00,11149.00,9053.33,42.00,175.00,109.00,312.00,5697.00,3267.33
2021-06-05,Facebook Ads,303.00,23631.00,7397.83,4960.00,64736.00,21023.83,6.00,937.00,271.50,502.00,31335.00,9949.67
2021-06-05,Google Ads,1437.00,3648.00,2542.50,5463.00,18849.00,12156.00,11.00,29.00,20.00,1617.00,2799.00,2208.00
2021-06-06,Facebook Ads,1189.00,15331.00,4943.40,2159.00,147252.00,35483.20,3.00,305.00,124.20,1884.00,15470.00,6120.40
2021-06-06,Google Ads,789.00,4704.00,2592.67,2879.00,16093.00,9033.67,45.00,178.00,116.00,1037.00,3733.00,2312.67
2021-06-07,Facebook Ads,62.00,40043.00,8862.00,2556.00,50713.00,13574.17,5.00,1585.00,341.00,69.00,62999.00,13095.83
2021-06-07,Google Ads,1891.00,1891.00,1891.00,4706.00,4706.00,4706.00,77.00,77.00,77.00,1784.00,1784.00,1784.00
2021-06-08,Facebook Ads,533.00,4580.00,2107.33,1798.00,18685.00,10205.00,1.00,197.00,80.83,697.00,4293.00,2410.83
2021-06-08,Google Ads,444.00,5319.00,2881.50,8739.00,12539.00,10639.00,16.00,121.00,68.50,641.00,8678.00,4659.50
2021-06-09,Facebook Ads,729.00,43743.00,7787.43,3682.00,132845.00,27670.71,8.00,1475.00,275.57,1404.00,60772.00,11028.43
2021-06-09,Google Ads,548.00,3137.00,1388.00,1177.00,11974.00,7175.25,36.00,220.00,104.00,708.00,3943.00,1712.00
2021-06-10,Facebook Ads,543.00,19358.00,3533.88,3295.00,52079.00,15401.50,1.00,488.00,152.50,742.00,32627.00,5943.88
2021-06-10,Google Ads,848.00,1642.00,1286.00,2184.00,14188.00,7068.50,72.00,139.00,109.00,737.00,2701.00,1623.50
2021-06-11,Facebook Ads,102.00,37493.00,7115.13,7293.00,117699.00,24130.88,3.00,670.00,141.38,82.00,53751.00,10364.88
2021-06-11,Google Ads,84.00,3930.00,2318.33,4621.00,14899.00,8398.33,40.00,67.00,50.67,112.00,5359.00,3046.67
2021-06-12,Facebook Ads,149.00,26544.00,4621.88,3269.00,79444.00,15213.25,5.00,402.00,110.75,155.00,20599.00,3986.75
2021-06-12,Google Ads,245.00,4069.00,2210.33,1820.00,14479.00,6123.67,11.00,60.00,39.00,333.00,6306.00,3161.67
2021-06-13,Facebook Ads,1206.00,7781.00,3179.83,2385.00,22025.00,7517.67,41.00,273.00,119.67,1532.00,9799.00,4227.50
2021-06-13,Google Ads,547.00,1761.00,1154.00,13296.00,23692.00,18494.00,70.00,268.00,169.00,668.00,2470.00,1569.00
2021-06-14,Facebook Ads,684.00,14565.00,3687.14,1712.00,103613.00,22287.00,11.00,1055.00,246.29,635.00,21814.00,4788.71
2021-06-14,Google Ads,1616.00,3973.00,2839.33,2915.00,6994.00,5604.33,36.00,199.00,100.67,2158.00,2926.00,2463.33
2021-06-15,Facebook Ads,0.00,22344.00,6660.80,0.00,46879.00,19214.80,0.00,1252.00,360.80,0.00,35948.00,10392.60
2021-06-15,Google Ads,381.00,2058.00,1464.67,6700.00,8933.00,7526.00,42.00,92.00,68.67,407.00,3289.00,2102.00
2021-06-16,Facebook Ads,1446.00,25858.00,6320.33,6789.00,36492.00,17487.67,50.00,1135.00,303.00,1769.00,22795.00,6308.67
2021-06-16,Google Ads,627.00,6258.00,2688.67,2297.00,8097.00,6040.33,59.00,240.00,135.67,984.00,6314.00,2771.00
2021-06-17,Facebook Ads,1039.00,11923.00,3647.33,2765.00,50923.00,14585.67,28.00,1165.00,288.00,1135.00,10823.00,4216.00
2021-06-17,Google Ads,832.00,5533.00,2679.25,2794.00,25431.00,9659.75,18.00,213.00,94.00,596.00,6217.00,3415.50
2021-06-18,Facebook Ads,1068.00,12522.00,4597.43,5318.00,69526.00,19902.43,42.00,1250.00,312.57,1289.00,14285.00,6091.14
2021-06-18,Google Ads,1070.00,4671.00,2870.50,12901.00,18453.00,15677.00,148.00,216.00,182.00,734.00,6693.00,3713.50
2021-06-19,Facebook Ads,1083.00,31420.00,7108.57,4644.00,138464.00,27013.29,29.00,972.00,246.00,1329.00,54084.00,11591.71
2021-06-19,Google Ads,1882.00,6088.00,4500.25,4161.00,17075.00,8742.00,22.00,182.00,108.50,2679.00,9061.00,6324.75
2021-06-20,Facebook Ads,1085.00,8263.00,3446.14,6741.00,95809.00,26371.86,76.00,676.00,274.86,876.00,9657.00,4540.00
2021-06-20,Google Ads,1016.00,5237.00,2430.00,1680.00,20068.00,10204.33,40.00,219.00,117.67,1430.00,5456.00,2823.33
2021-06-21,Facebook Ads,1207.00,31521.00,6749.57,784.00,158655.00,26953.14,4.00,1113.00,234.71,1627.00,25936.00,6511.00
2021-06-21,Google Ads,325.00,5453.00,2122.00,2477.00,10965.00,6634.00,21.00,274.00,112.67,296.00,7125.00,2173.33
2021-06-22,Facebook Ads,20.00,5766.00,2328.38,27.00,17665.00,8360.88,0.00,192.00,49.50,32.00,7462.00,3166.50
2021-06-22,Google Ads,20.00,2601.00,1287.71,36.00,20352.00,7835.57,0.00,140.00,63.00,27.00,3902.00,1584.43
2021-06-23,Facebook Ads,100.00,4442.00,1768.67,787.00,14998.00,6562.89,0.00,163.00,73.56,126.00,8733.00,2378.56
2021-06-23,Google Ads,1652.00,4078.00,2587.00,2117.00,12902.00,5660.25,16.00,91.00,47.75,1466.00,4695.00,3257.00
2021-06-24,Facebook Ads,94.00,14103.00,2916.60,1058.00,126434.00,20941.30,9.00,1703.00,252.30,95.00,17017.00,3835.60
2021-06-24,Google Ads,45.00,4422.00,2055.40,772.00,10277.00,5071.00,7.00,164.00,63.00,57.00,5335.00,2554.00
2021-06-25,Facebook Ads,215.00,46174.00,7809.50,694.00,68190.00,16660.75,3.00,869.00,173.88,341.00,38198.00,7591.50
2021-06-25,Google Ads,106.00,2522.00,1554.20,1004.00,19733.00,10132.20,5.00,170.00,81.40,112.00,2845.00,1474.40
2021-06-26,Facebook Ads,106.00,25626.00,5691.11,74.00,69684.00,14946.00,1.00,481.00,136.89,152.00,30933.00,7741.56
2021-06-26,Google Ads,3.00,4318.00,1351.43,27.00,20204.00,9660.29,1.00,216.00,97.14,2.00,6358.00,1741.86
2021-06-27,Facebook Ads,4.00,27542.00,5342.20,13.00,96579.00,17153.70,0.00,1445.00,208.10,5.00,30481.00,6465.90
2021-06-27,Google Ads,192.00,3220.00,2233.80,149.00,13606.00,4697.60,2.00,155.00,87.40,175.00,5167.00,2801.00
2021-06-28,Facebook Ads,124.00,15261.00,4478.11,1917.00,88540.00,15961.33,3.00,889.00,185.56,203.00,15453.00,6126.22
2021-06-28,Google Ads,1.00,5744.00,2560.50,4.00,18307.00,5967.33,0.00,195.00,64.00,1.00,7722.00,3010.50
2021-06-29,Facebook Ads,0.00,30787.00,6225.44,3.00,26299.00,12033.89,0.00,1820.00,284.56,0.00,44196.00,8267.56
2021-06-29,Google Ads,0.00,2016.00,1122.50,6.00,2928.00,1632.00,0.00,177.00,56.75,0.00,2189.00,1114.00
2021-06-30,Facebook Ads,0.00,44388.00,9370.86,0.00,29185.00,10845.57,0.00,1583.00,279.43,0.00,69906.00,13374.71
2021-06-30,Google Ads,0.00,6826.00,2790.20,1.00,14051.00,7749.00,0.00,154.00,57.40,0.00,10006.00,3252.20
2021-07-01,Facebook Ads,0.00,44481.00,8659.63,4.00,58699.00,13811.00,0.00,1422.00,280.00,0.00,69836.00,12381.38
2021-07-01,Google Ads,0.00,9675.00,2244.13,11.00,22873.00,8411.75,0.00,224.00,87.63,0.00,10313.00,2622.63
2021-07-02,Facebook Ads,2.00,41929.00,6149.30,9.00,86195.00,19238.40,0.00,566.00,142.40,2.00,47859.00,6999.10
2021-07-02,Google Ads,1.00,8787.00,2712.00,10.00,32694.00,12805.29,0.00,184.00,68.57,1.00,5854.00,2663.14
2021-07-03,Facebook Ads,5.00,15319.00,5188.10,10.00,178315.00,26333.30,0.00,1301.00,257.20,8.00,22069.00,6688.80
2021-07-03,Google Ads,6.00,11407.00,4065.00,31.00,31924.00,9485.50,0.00,181.00,98.50,6.00,16191.00,4646.25
2021-07-04,Facebook Ads,14.00,12464.00,3460.13,41.00,45861.00,10578.63,1.00,1920.00,341.13,11.00,13318.00,4249.13
2021-07-04,Google Ads,3663.00,9564.00,6328.00,3107.00,28149.00,11123.75,19.00,168.00,99.50,4089.00,11536.00,6947.50
2021-07-05,Facebook Ads,11.00,25668.00,6701.50,16.00,154229.00,31645.00,0.00,1162.00,258.50,15.00,20192.00,7972.63
2021-07-05,Google Ads,1459.00,1877.00,1626.00,1853.00,10372.00,5592.25,52.00,192.00,108.25,1195.00,2584.00,1930.75
2021-07-06,Facebook Ads,2.00,24235.00,5435.75,10.00,81970.00,16412.63,0.00,1180.00,213.00,2.00,30342.00,6319.88
2021-07-06,Google Ads,925.00,4704.00,2160.50,3220.00,35468.00,13312.00,28.00,446.00,118.50,726.00,5984.00,2827.83
2021-07-07,Facebook Ads,361.00,29464.00,7462.50,2074.00,103211.00,25315.88,22.00,1928.00,324.00,543.00,40700.00,9194.13
2021-07-07,Google Ads,1127.00,26210.00,8269.75,861.00,42375.00,13934.75,23.00,65.00,43.25,968.00,28693.00,9099.75
2021-07-08,Facebook Ads,482.00,14865.00,4117.38,1953.00,55124.00,15979.25,5.00,866.00,221.00,475.00,11896.00,3659.25
2021-07-08,Google Ads,2661.00,22069.00,6921.67,4032.00,22624.00,13876.67,19.00,380.00,132.83,2246.00,19276.00,7063.00
2021-07-09,Facebook Ads,486.00,17469.00,5797.30,5908.00,151281.00,29690.80,12.00,510.00,152.60,760.00,18925.00,6914.70
2021-07-09,Google Ads,357.00,24648.00,6648.57,4754.00,63016.00,17677.43,26.00,206.00,98.14,409.00,21338.00,5926.29
2021-07-10,Facebook Ads,1300.00,31183.00,6319.71,3549.00,22984.00,12049.57,46.00,402.00,182.14,1536.00,43830.00,8738.00
2021-07-10,Google Ads,1456.00,7934.00,4188.33,5251.00,18336.00,9407.83,22.00,102.00,75.00,2247.00,8247.00,4705.33
2021-07-11,Facebook Ads,1293.00,8592.00,3901.44,2915.00,44150.00,15109.00,26.00,1522.00,282.78,1620.00,7654.00,4200.22
2021-07-11,Google Ads,1179.00,11280.00,4559.67,2302.00,22214.00,7501.50,41.00,210.00,106.33,1275.00,10894.00,4283.33
2021-07-12,Facebook Ads,151.00,26031.00,7955.63,2506.00,125100.00,22959.75,0.00,1410.00,233.50,230.00,43203.00,10845.38
2021-07-12,Google Ads,696.00,6792.00,4339.83,2391.00,81527.00,20074.33,11.00,709.00,165.83,850.00,6741.00,4494.00
2021-07-13,Facebook Ads,1436.00,33427.00,8723.88,5927.00,77193.00,21099.88,33.00,773.00,254.13,2062.00,35276.00,10402.00
2021-07-13,Google Ads,988.00,2098.00,1611.25,4261.00,17543.00,11607.25,33.00,85.00,60.25,898.00,1816.00,1539.00
2021-07-14,Facebook Ads,1149.00,17293.00,6538.57,3339.00,84177.00,27659.00,30.00,964.00,279.14,1662.00,19503.00,7037.71
2021-07-14,Google Ads,555.00,12158.00,6564.00,5529.00,15096.00,8920.25,38.00,114.00,65.25,613.00,19043.00,9780.50
2021-07-15,Facebook Ads,562.00,23543.00,8120.78,3568.00,30368.00,12351.11,50.00,1343.00,325.56,634.00,25490.00,9443.44
2021-07-15,Google Ads,1959.00,15128.00,7896.00,5551.00,73380.00,23180.40,36.00,262.00,124.80,2747.00,22417.00,10981.60
2021-07-16,Facebook Ads,612.00,35256.00,9071.43,2273.00,102035.00,30767.14,11.00,1091.00,295.14,730.00,29146.00,9655.14
2021-07-16,Google Ads,558.00,4743.00,1954.25,4099.00,17865.00,10777.75,19.00,230.00,110.75,435.00,6344.00,2511.75
2021-07-17,Facebook Ads,307.00,23370.00,6072.33,1391.00,96750.00,23889.00,15.00,850.00,208.11,488.00,22077.00,7411.78
2021-07-17,Google Ads,333.00,8163.00,3958.17,234.00,20715.00,9281.83,8.00,294.00,103.50,391.00,12275.00,5208.00
2021-07-18,Facebook Ads,1487.00,58824.00,15029.75,7982.00,175719.00,38862.50,54.00,860.00,229.13,1785.00,52313.00,15465.25
2021-07-18,Google Ads,1729.00,12901.00,5816.00,3483.00,39121.00,16227.40,44.00,626.00,219.80,1181.00,15365.00,6999.00
2021-07-19,Facebook Ads,1175.00,40964.00,13067.88,3533.00,180421.00,38559.25,29.00,1446.00,316.88,1763.00,44344.00,15920.38
2021-07-19,Google Ads,1978.00,10621.00,5072.00,10696.00,48662.00,22633.20,34.00,554.00,174.60,1976.00,14424.00,6445.40
2021-07-20,Facebook Ads,1116.00,40393.00,9003.25,6113.00,158331.00,47877.00,46.00,1057.00,352.25,1266.00,51048.00,11219.13
2021-07-20,Google Ads,1382.00,19889.00,7101.20,9257.00,77189.00,26145.80,30.00,653.00,230.20,1298.00,16984.00,7135.60
2021-07-21,Facebook Ads,1366.00,45925.00,12033.71,4032.00,151035.00,34925.29,26.00,2784.00,557.29,1341.00,75271.00,18190.14
2021-07-21,Google Ads,1550.00,8270.00,4448.33,7678.00,16152.00,12097.83,18.00,655.00,155.67,1332.00,10533.00,4250.00
2021-07-22,Facebook Ads,1196.00,34129.00,9776.63,3797.00,124048.00,36223.88,93.00,1722.00,380.00,1635.00,40274.00,11101.75
2021-07-22,Google Ads,1977.00,5577.00,4184.33,5705.00,24848.00,12903.67,62.00,130.00,87.00,1577.00,6351.00,4238.33
2021-07-23,Facebook Ads,671.00,70626.00,16713.50,6079.00,212263.00,52284.38,87.00,1383.00,360.00,1087.00,76959.00,20041.75
